DRUG_Common_name	interaction_score	n_interactions	n_target_interactions	target_profile_interaction_specificity	is_profile_active_drug	AOC1	AOC3	DDC	HTR1A	HTR1B	HTR1D	HTR1E	HTR1F	HTR2A	HTR2B	HTR2C	HTR3A	HTR3B	HTR3C	HTR3D	HTR3E	HTR4	HTR5A	HTR6	HTR7	IL4I1	MAOA	MAOB
(2s,3s)-3-amino-4-[(3s)-3-fluoropyrrolidin-1-yl]-n,n-dimethyl-4-oxo-2-(trans-4-[1,2,4]triazolo[1,5-a]pyridin-5-ylcyclohexyl)butanamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s,3s)-3-formyl-2-({[(4-methylphenyl)sulfonyl]amino}methyl)pentanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s,3s)-3-formyl-2-({[(4-nitrophenyl)sulfonyl]amino}methyl)pentanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s,3s)-4-cyclopropyl-3-{(3r,5r)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3s)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s) n-acetyl-l-alanyl-αl-phenylalanyl-chloroethylketone	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine	0	4	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-1-(2,5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-1-(3h-indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-1-(6h-indol-3-yl)-3-{[5-(7h-pyrazolo[3,4-c]pyridin-5-yl)pyridin-3-yl]oxy}propan-2-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-1-(dimethylamino)-3-(4-{[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]amino}phenoxy)-2-propanol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-1-[4-({4-[(2,5-dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-1-[4-({6-[(2,6-difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-1-{[5-(1h-indazol-5-yl)-3-pyridinyl]oxy}-3-(7ah-indol-3-yl)-2-propanamine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-1-{4-[(4-anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-1-amino-3-[(5-nitroquinolin-8-yl)amino]propan-2-ol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-({6-[(3-amino-5-chlorophenyl)amino]-9-isopropyl-9h-purin-2-yl}amino)-3-methyl-1-butanol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-(1h-indol-3-yl)hexanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-(1h-indol-3-yl)pentanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one	0	7	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-(3-carbamimidamidophenyl)-3-[hydroxy(3-phenylpropyl)phosphoryl]propanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-(4-chlorophenoxy)-3-phenylpropanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-(4-ethylphenoxy)-3-phenylpropanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-(butyryloxy)-3-hydroxypropyl nonanoate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-[3-(aminomethyl)phenyl]-3-[(r)-[(1r)-1-{[(benzyloxy)carbonyl]amino}-2-methylpropyl](hydroxy)phosphoryl]propanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-[3-(aminomethyl)phenyl]-3-[(r)-hydroxy{(1r)-2-methyl-1-[(phenylsulfonyl)amino]propyl}phosphoryl]propanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-[3-(aminomethyl)phenyl]-3-{(s)-hydroxy[(1r)-2-methyl-1-{[(2-phenylethyl)sulfonyl]amino}propyl]phosphoryl}propanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-{[3-(3-aminophenyl)imidazo[1,2-b]pyridazin-6-yl]amino}-3-methylbutan-1-ol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-{[hydroxy(4-iodobenzyl)phosphoryl]methyl}pentanedioic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-ethoxy-3-{4-[2-(10h-phenoxazin-10-yl)ethoxy]phenyl}propanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]-3-(pentafluorophenoxy)propanamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-hydroxyoctanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-3-(1-{[2-(2-chlorophenyl)-5-methyl-1,3-oxazol-4-yl]methyl}-1h-indol-5-yl)-2-ethoxypropanoic acid	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-3-[(r)-[(1s)-1-amino-3-phenylpropyl](hydroxy)phosphoryl]-2-benzylpropanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-4-(2,5-difluorophenyl)-n-methyl-2-phenyl-n-piperidin-4-yl-2,5-dihydro-1h-pyrrole-1-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-4-(2,5-difluorophenyl)-n,n-dimethyl-2-phenyl-2,5-dihydro-1h-pyrrole-1-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-4-(4-fluorobenzyl)-n-(2-sulfanylethyl)piperazine-2-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-4-(4-fluorobenzyl)-n-(3-sulfanylpropyl)piperazine-2-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-4-methyl-2-(3-phenylthioureido)-n-((3s)-tetrahydro-2-hydroxy-3-furanyl)pentanamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-6-(2,4-diamino-6-ethylpyrimidin-5-yl)-2-(3,5-difluorophenyl)-4-(3-methoxypropyl)-2h-1,4-benzoxazin-3(4h)-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-8-[(tert-butoxycarbonyl)amino]-2-(1h-indol-3-yl)octanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-n-(4-cyano-3-iodophenyl)-3-(4-cyanophenoxy)-2-hydroxy-2-methylpropanamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-n-[(3e)-5-cyclopropyl-3h-pyrazol-3-ylidene]-2-[4-(2-oxo-1-imidazolidinyl)phenyl]propanamide	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-n-[(3s)-1-(2-amino-2-oxoethyl)-2-oxo-1,2,3,4-tetrahydroquinolin-3-yl]-2-chloro-2h-thieno[2,3-b]pyrrole-5-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2s)-pyrrolidin-2-ylmethylamine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2z,3e)-2,3'-biindole-2',3(1h,1'h)-dione 3-{o-[(3r)-3,4-dihydroxybutyl]oxime}	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2z)-2-cyano-n-(2,2'-dichlorobiphenyl-4-yl)-3-hydroxybut-2-enamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2z)-2-cyano-n-(3'-ethoxybiphenyl-4-yl)-3-hydroxybut-2-enamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2z)-n-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2z)-n-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(2z)-n-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3-carboxy-2-(r)-hydroxy-propyl)-trimethyl-ammonium	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3-chloro-4-propoxy-phenyl)-acetic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3-endo)-8-methyl-8-azabicyclo[3.2.1]oct-3-yl 1h-pyrrolo[2,3-b]pyridine-3-carboxylate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3-exo)-3-(10,11-dihydro-5h-dibenzo[a,d][7]annulen-5-yloxy)-8,8-dimethyl-8-azoniabicyclo[3.2.1]octane	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3,4-dihydroxy-2-nitrophenyl)(phenyl)methanone	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yl)-phosphoramidic acid dimethyl ester	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3,4,8b-trimethyl-3-oxido-2,3a-dihydro-1h-pyrrolo[2,3-b]indol-3-ium-7-yl) n-(2-ethylphenyl)carbamate	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3aalpha,4alpha,7alpha,7aalpha)- 3a,4,7,7a-tetrahydro-2-(4-nitro-1-naphthalenyl)-4,7-ethano-1h-isoindole-1,3(2h)-dione	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3ar,6r,6as)-6-((s)-((s)-cyclohex-2-enyl)(hydroxy)methyl)-6a-methyl-4-oxo-hexahydro-2h-furo[3,2-c]pyrrole-6-carbaldehyde	0	14	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3as,4r,9br)-2,2-difluoro-4-(4-hydroxyphenyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3as,4r,9br)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3as,4r,9br)-4-(4-hydroxyphenyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-9-ol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3as,4r,9br)-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3as)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3as)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3as)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3asr,4rs,8asr,8brs)-4-(2-(4-fluorobenzyl)-1,3-dioxodeacahydropyrrolo[3,4-a] pyrrolizin-4-yl)benzamidine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3e)-3-[(4-hydroxyphenyl)imino]-1h-indol-2(3h)-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3e)-3-[(phenylamino)methylidene]dihydrofuran-2(3h)-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3e)-4-(1-methyl-1h-indol-3-yl)but-3-en-2-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3e)-5-fluoro-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-1h-indole-2,3-dione 3-oxime	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r,4r,5r)-5-(hydroxymethyl)-1-(3-phenylpropyl)piperidine-3,4-diol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r,4r)-1-{6-[3-(methylsulfonyl)phenyl]pyrimidin-4-yl}-4-(2,4,5-trifluorophenyl)piperidin-3-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r,4r)-3-hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3h-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r,4r)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r,4s)-1-(3,4-dimethoxyphenyl)-3-(3-methylphenyl)piperidin-4-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r,4s)-1-[6-(6-methoxypyridin-3-yl)pyrimidin-4-yl]-4-(2,4,5-trifluorophenyl)pyrrolidin-3-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r,4s)-1-{6-[3-(methylsulfonyl)phenyl]pyrimidin-4-yl}-4-(2,4,5-trifluorophenyl)pyrrolidin-3-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r,5z,8s,9s,11e)-8,9,16-trihydroxy-14-methoxy-3-methyl-3,4,9,10-tetrahydro-1h-2-benzoxacyclotetradecine-1,7(8h)-dione	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-1-acetyl-3-methylpiperidine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5h-[1]benzothieno[3,2-e][1,4]diazepin-5-one	0	2	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-3-(fluoromethyl)-7-(thiomorpholin-4-ylsulfonyl)-1,2,3,4-tetrahydroisoquinoline	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-3-(fluoromethyl)-n-(3,3,3-trifluoropropyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2h-1,2-benzothiazine 1,1-dioxide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2h-1,2-benzothiazine 1,1-dioxide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-3-ethyl-n-[(4-methylphenyl)sulfonyl]-l-aspartic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-3-hydroxydodecanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-l-leucine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-l-phenylalanine ethyl ester	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-4-[(3r)-3-amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-methyl-1,4-diazepan-2-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-4,4-difluoro-3-[(4-methoxyphenyl)sulfonyl]butanoic acid	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-methylcarbamoyl-7-sulfoamino-3,4-dihydro-1h-isoquinoline-2-carboxylic acid benzyl ester	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3r)-n-(4-chlorophenyl)-3-(hydroxymethyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3s,5e)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2h)-imine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3s,5r,7r,8s,9s,10r)-7-(hydroxymethyl)-3-(2-naphthyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3s,5r,7r,8s,9s,10r)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3s)-1-(1,3-benzodioxol-5-ylmethyl)-3-[4-(1h-imidazol-1-yl)phenoxy]piperidine	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3s)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3s)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2h-1,2,4-benzothiadiazine 1,1-dioxide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3s)-3-hydroxy-1-methyl-2,3-dihydro-1h-indole-5,6-dione	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3s)-4-{[4-(but-2-ynyloxy)phenyl]sulfonyl}-n-hydroxy-2,2-dimethylthiomorpholine-3-carboxamide	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3z,6s)-6-chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2r)-2-piperidinyl]ethyl}imino)-2-piperazinol	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3z)-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-4-[(e)-2-phenylethenyl]-1h-indole-2,3-dione 3-oxime	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3z)-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1h-indole-2,3-dione 3-oxime	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(3z)-6-(4-hydroxy-3-methoxyphenyl)-3-(1h-pyrrol-2-ylmethylene)-1,3-dihydro-2h-indol-2-one	0	1	0	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
